id,split,locale,label,secondary,is_fallback,text,review_status
train-0608,train-single,zh,abundance,,0,愿望很简单，四季富足，也送给每一个努力的人。,template-reviewed
train-0609,train-single,zh,safety,,0,我希望生活安定。谢谢此刻的自己。,template-reviewed
train-0610,train-ambiguous,zh,safety,,1,桌上放着一本书 3,template-reviewed
train-0611,train-single,en,safety,,0,This year I hope for everyone stays well.,template-reviewed
train-0612,train-ambiguous,zh,abundance,,1,今天穿蓝色衣服 1,template-reviewed
train-0613,train-mixed,en,reunion,abundance,0,"May there be seeing those I miss, while carrying abundant inspiration.",template-reviewed
train-0614,train-single,zh,safety,,0,今年最想看到被温柔守护，送给我在意的人。,template-reviewed
train-0615,train-single,en,safety,,0,Let this wish carry gentle protection.,template-reviewed
train-0616,train-single,en,courage,,0,"For tomorrow, I wish for finding my courage in the days ahead.",template-reviewed
train-0617,train-single,en,safety,,0,"For tomorrow, I wish for calm life after every patient wait.",template-reviewed
train-0618,train-single,zh,courage,,0,把这个心愿送给未来：重新出发。谢谢此刻的自己。,template-reviewed
train-0619,train-single,zh,courage,,0,愿望很简单，重新出发，一直记在心里。,template-reviewed
train-0620,train-single,en,abundance,,0,Let this wish carry success in my work in the days ahead.,template-reviewed
train-0621,train-single,en,safety,,0,"For tomorrow, I wish for calm life after every patient wait.",template-reviewed
train-0622,train-single,en,safety,,0,I want to see peace at home—this matters deeply to me.,template-reviewed
train-0623,train-single,en,joy,,0,My heart asks for many reasons to smile starting today.,template-reviewed
train-0624,train-single,zh,abundance,,0,愿望很简单，生活丰足，也送给每一个努力的人。,template-reviewed
train-0625,train-ambiguous,en,safety,,1,the window faces east 3,template-reviewed
train-0626,train-single,zh,courage,,0,此刻我盼望坚持自己的选择，这是我最珍重的期待。,template-reviewed
train-0627,train-single,zh,courage,,0,此刻我盼望内心坚定。,template-reviewed
train-0628,train-ambiguous,zh,longevity,,1,窗外有三棵树 4,template-reviewed
train-0629,train-mixed,en,longevity,reunion,0,"May there be family stories lasting generations, while carrying a festival together.",template-reviewed
train-0630,train-single,en,longevity,,0,I want to see growing old together for everyone I care about.,template-reviewed
train-0631,train-single,en,joy,,0,My simple wish is lasting happiness in the days ahead.,template-reviewed
train-0632,train-ambiguous,zh,joy,,1,这是一段普通描述 4,template-reviewed
train-0633,train-mixed,en,courage,longevity,0,"Please weave a wish for courage to move forward, and also many meaningful years.",template-reviewed
train-0634,train-mixed,zh,courage,longevity,0,把这个心愿送给未来：内心坚定，也愿初心长存。,template-reviewed
train-0635,train-single,zh,joy,,0,想对明天说：遇见好消息，一直记在心里。,template-reviewed
train-0636,train-single,en,reunion,,0,I want to see seeing those I miss for the people close to me.,template-reviewed
train-0637,train-mixed,zh,longevity,reunion,0,真心期待长辈长寿，也愿早日回家。,template-reviewed
train-0638,train-single,zh,joy,,0,想对明天说：日日欢喜，送给我在意的人。,template-reviewed
train-0639,train-single,en,courage,,0,I want to see overcoming this challenge in the days ahead.,template-reviewed
train-0640,train-single,zh,courage,,0,此刻我盼望拥有勇气。,template-reviewed
train-0641,train-ambiguous,zh,courage,,1,今天穿蓝色衣服 2,template-reviewed
train-0642,train-single,en,longevity,,0,This year I hope for longevity for my elders as good things unfold.,template-reviewed
train-0643,train-mixed,en,longevity,courage,0,"Please weave a wish for a purpose that endures, together with courage to move forward.",template-reviewed
train-0644,train-ambiguous,zh,reunion,,1,我在学习一门新语言 3,template-reviewed
train-0645,train-ambiguous,en,courage,,1,the window faces east 3,template-reviewed
train-0646,train-single,zh,abundance,,0,请替我织下四季富足。谢谢此刻的自己。,template-reviewed
train-0647,train-mixed,en,courage,reunion,0,"My heart asks for standing by my choice, together with a joyful reunion.",template-reviewed
train-0648,train-ambiguous,en,safety,,1,the room is quiet 3,template-reviewed
train-0649,train-ambiguous,en,joy,,1,the room is quiet 4,template-reviewed
train-0650,train-single,zh,joy,,0,我的愿望是心里明亮。,template-reviewed
train-0651,train-single,en,longevity,,0,This year I hope for many meaningful years—this matters deeply to me.,template-reviewed
train-0652,train-mixed,zh,longevity,joy,0,请替我织下美好延续，也愿遇见好消息。,template-reviewed
train-0653,train-ambiguous,zh,courage,,1,我在学习一门新语言 3,template-reviewed
train-0654,train-single,zh,safety,,0,真心期待旅途顺利，从今天开始。,template-reviewed
train-0655,train-mixed,en,abundance,joy,0,"For tomorrow, I wish for rewarding results, while carrying many reasons to smile.",template-reviewed
train-0656,train-mixed,en,joy,courage,0,"My simple wish is wonderful news, together with courage to move forward.",template-reviewed
train-0657,train-single,en,safety,,0,My heart asks for peace at home and I will keep it in my heart.,template-reviewed
train-0658,train-single,zh,reunion,,0,愿望很简单，与故友重逢，不负每一次等待。,template-reviewed
train-0659,train-single,zh,joy,,0,请替我织下收获快乐，一直记在心里。,template-reviewed
train-0660,train-single,en,reunion,,0,May there be a joyful reunion after every patient wait.,template-reviewed
train-0661,train-single,en,courage,,0,My heart asks for growing resilient after every patient wait.,template-reviewed
train-0662,train-single,zh,longevity,,0,把这个心愿送给未来：家族故事代代相传，一直记在心里。,template-reviewed
train-0663,train-single,en,joy,,0,My heart asks for playful life and I will keep it in my heart.,template-reviewed
train-0664,train-single,en,courage,,0,May there be finding my courage.,template-reviewed
train-0665,train-single,en,abundance,,0,I wish for abundant inspiration—this matters deeply to me.,template-reviewed
train-0666,train-single,zh,safety,,0,我的愿望是被温柔守护，在新的日子里。,template-reviewed
train-0667,train-ambiguous,zh,joy,,1,桌上放着一本书 4,template-reviewed
train-0668,train-ambiguous,en,courage,,1,I wrote a short note 4,template-reviewed
train-0669,train-single,zh,safety,,0,把这个心愿送给未来：旅途顺利，在新的日子里。,template-reviewed
train-0670,train-single,zh,safety,,0,我的愿望是岁岁康宁，也送给每一个努力的人。,template-reviewed
train-0671,train-single,zh,longevity,,0,今年最想看到初心长存，送给我在意的人。,template-reviewed
train-0672,train-mixed,en,joy,reunion,0,"Please weave a wish for wonderful news, together with our family reunites.",template-reviewed
train-0673,train-single,en,joy,,0,I wish for lasting happiness after every patient wait.,template-reviewed
train-0674,train-single,en,joy,,0,I want to see many reasons to smile.,template-reviewed
train-0675,train-mixed,en,joy,longevity,0,"For tomorrow, I wish for many reasons to smile; I also hope for family stories lasting generations.",template-reviewed
train-0676,train-mixed,zh,longevity,joy,0,此刻我盼望福寿安康，还想把祝福送给笑容常在。,template-reviewed
train-0677,train-single,en,abundance,,0,This year I hope for success in my work.,template-reviewed
train-0678,train-mixed,zh,longevity,courage,0,想对明天说：家族故事代代相传，还想把祝福送给不惧风雨。,template-reviewed
train-0679,train-mixed,en,longevity,safety,0,"I wish for goodness that continues, and also peace at home.",template-reviewed
train-0680,train-mixed,en,longevity,joy,0,"My heart asks for many meaningful years, together with sharing delight.",template-reviewed
train-0681,train-mixed,zh,abundance,safety,0,想对明天说：四季富足，还想把祝福送给岁岁康宁。,template-reviewed
train-0682,train-single,zh,joy,,0,愿笑容常在，愿好事慢慢发生。,template-reviewed
train-0683,train-ambiguous,zh,joy,,1,桌上放着一本书 2,template-reviewed
train-0684,train-single,en,safety,,0,My heart asks for safe travels for the people close to me.,template-reviewed
train-0685,train-single,en,courage,,0,I sincerely hope for finding my courage starting today.,template-reviewed
train-0686,train-single,en,joy,,0,My heart asks for many reasons to smile starting today.,template-reviewed
train-0687,train-single,zh,abundance,,0,此刻我盼望家业兴旺，从今天开始。,template-reviewed
train-0688,train-ambiguous,en,abundance,,1,the room is quiet 1,template-reviewed
train-0689,train-single,en,longevity,,0,My simple wish is a long healthy life for the people close to me.,template-reviewed
train-0690,train-mixed,en,courage,reunion,0,I sincerely hope for strength through storms; I also hope for loved ones together.,template-reviewed
train-0691,train-ambiguous,en,reunion,,1,there are three cups 2,template-reviewed
train-0692,train-ambiguous,zh,abundance,,1,这是一段普通描述 1,template-reviewed
train-0693,train-ambiguous,en,joy,,1,this is an ordinary sentence 3,template-reviewed
train-0694,train-single,zh,courage,,0,我的愿望是坚持自己的选择，也送给每一个努力的人。,template-reviewed
train-0695,train-ambiguous,en,joy,,1,the room is quiet 2,template-reviewed
train-0696,train-single,zh,reunion,,0,请替我织下共度佳节，愿好事慢慢发生。,template-reviewed
train-0697,train-single,zh,joy,,0,愿生活有趣，愿好事慢慢发生。,template-reviewed
train-0698,train-single,en,abundance,,0,I wish for rewarding results.,template-reviewed
train-0699,train-ambiguous,zh,courage,,1,这是一段普通描述 2,template-reviewed
train-0700,train-ambiguous,en,longevity,,1,there are three cups 4,template-reviewed
train-0701,train-single,en,joy,,0,Please weave a wish for playful life for everyone I care about.,template-reviewed
train-0702,train-single,en,longevity,,0,"For tomorrow, I wish for purpose that endures.",template-reviewed
train-0703,train-single,zh,joy,,0,把这个心愿送给未来：生活有趣，也送给每一个努力的人。,template-reviewed
train-0704,train-single,en,joy,,0,I sincerely hope for wonderful news in the days ahead.,template-reviewed
train-0705,train-single,en,safety,,0,Please weave a wish for peace at home for everyone I care about.,template-reviewed
train-0706,train-single,en,safety,,0,My simple wish is safe travels after every patient wait.,template-reviewed
train-0707,train-ambiguous,en,longevity,,1,the room is quiet 1,template-reviewed
train-0708,train-single,en,abundance,,0,May there be effort bearing fruit for the people close to me.,template-reviewed
train-0709,train-ambiguous,en,reunion,,1,I wrote a short note 2,template-reviewed
train-0710,train-mixed,zh,longevity,reunion,0,我希望情谊长久，同时盼望再见想念的人。,template-reviewed
train-0711,train-mixed,en,abundance,courage,0,"My heart asks for an abundant harvest, and also standing by my choice.",template-reviewed
train-0712,train-single,zh,joy,,0,真心期待生活有趣，这是我最珍重的期待。,template-reviewed
train-0713,train-single,en,abundance,,0,I want to see rewarding results after every patient wait.,template-reviewed
train-0714,train-single,zh,courage,,0,请替我织下重新出发，愿好事慢慢发生。,template-reviewed
train-0715,train-single,zh,courage,,0,把这个心愿送给未来：跨过难关。谢谢此刻的自己。,template-reviewed
train-0716,train-single,zh,joy,,0,我的愿望是分享喜悦。,template-reviewed
train-0717,train-single,zh,courage,,0,愿跨过难关，这是我最珍重的期待。,template-reviewed
train-0718,train-single,zh,safety,,0,我希望岁岁康宁。谢谢此刻的自己。,template-reviewed
train-0719,train-single,en,longevity,,0,My heart asks for family stories lasting generations with gratitude for this moment.,template-reviewed
train-0720,train-single,zh,longevity,,0,我的愿望是美好延续，在新的日子里。,template-reviewed
train-0721,train-mixed,zh,joy,safety,0,真心期待日日欢喜，也愿健康安稳。,template-reviewed
train-0722,train-single,zh,joy,,0,我希望日日欢喜，不负每一次等待。,template-reviewed
train-0723,train-single,zh,joy,,0,我希望遇见好消息。谢谢此刻的自己。,template-reviewed
train-0724,train-single,en,joy,,0,Let this wish carry sharing delight and I will keep it in my heart.,template-reviewed
train-0725,train-single,en,reunion,,0,"For tomorrow, I wish for joyful reunion.",template-reviewed
train-0726,train-single,zh,courage,,0,真心期待重新出发，也送给每一个努力的人。,template-reviewed
train-0727,train-single,en,longevity,,0,"For tomorrow, I wish for longevity for my elders for everyone I care about.",template-reviewed
train-0728,train-single,en,courage,,0,This year I hope for courage to move forward for everyone I care about.,template-reviewed
train-0729,train-ambiguous,zh,courage,,1,我在学习一门新语言 1,template-reviewed
train-0730,train-single,en,safety,,0,I want to see safe travels in the days ahead.,template-reviewed
train-0731,train-single,en,reunion,,0,I wish for seeing those I miss after every patient wait.,template-reviewed
train-0732,train-mixed,en,reunion,abundance,0,"I want to see coming home soon, together with a thriving home.",template-reviewed
train-0733,train-single,zh,courage,,0,愿望很简单，不惧风雨，一直记在心里。,template-reviewed
train-0734,train-mixed,en,safety,abundance,0,"Please weave a wish for my family stays safe, and also success in my work.",template-reviewed
train-0735,train-ambiguous,zh,abundance,,1,今天穿蓝色衣服 2,template-reviewed
train-0736,train-single,en,courage,,0,Let this wish carry courage to move forward—this matters deeply to me.,template-reviewed
train-0737,train-mixed,en,courage,longevity,0,"Let this wish carry a brave new start, while carrying a lasting friendship.",template-reviewed
train-0738,train-single,en,abundance,,0,Let this wish carry effort bearing fruit starting today.,template-reviewed
train-0739,train-single,en,longevity,,0,May there be goodness that continues with gratitude for this moment.,template-reviewed
train-0740,train-single,en,courage,,0,I wish for growing resilient for the people close to me.,template-reviewed
train-0741,train-single,en,reunion,,0,My simple wish is meeting old friends again after every patient wait.,template-reviewed
train-0742,train-single,en,joy,,0,Please weave a wish for many reasons to smile after every patient wait.,template-reviewed
train-0743,train-mixed,en,longevity,abundance,0,"My simple wish is a purpose that endures, together with an abundant harvest.",template-reviewed
train-0744,train-mixed,en,abundance,courage,0,I sincerely hope for abundant inspiration; I also hope for a brave new start.,template-reviewed
train-0745,train-ambiguous,en,reunion,,1,the room is quiet 2,template-reviewed
train-0746,train-single,zh,joy,,0,我希望心里明亮，不负每一次等待。,template-reviewed
train-0747,train-single,en,longevity,,0,May there be a purpose that endures after every patient wait.,template-reviewed
train-0748,train-single,zh,courage,,0,我的愿望是内心坚定，不负每一次等待。,template-reviewed
train-0749,train-ambiguous,en,safety,,1,there are three cups 3,template-reviewed
train-0750,train-ambiguous,en,joy,,1,the window faces east 2,template-reviewed
train-0751,train-single,zh,reunion,,0,今年最想看到家人围坐，在新的日子里。,template-reviewed
train-0752,train-single,zh,reunion,,0,想对明天说：团聚有期，从今天开始。,template-reviewed
train-0753,train-single,zh,abundance,,0,请替我织下生活丰足。谢谢此刻的自己。,template-reviewed
train-0754,train-mixed,zh,abundance,courage,0,此刻我盼望收获满满，还想把祝福送给跨过难关。,template-reviewed
train-0755,train-ambiguous,en,reunion,,1,there are three cups 1,template-reviewed
train-0756,train-mixed,zh,courage,abundance,0,愿坚持自己的选择；更希望家业兴旺。,template-reviewed
train-0757,train-single,zh,courage,,0,今年最想看到内心坚定，在新的日子里。,template-reviewed
train-0758,train-single,en,longevity,,0,This year I hope for purpose that endures starting today.,template-reviewed
train-0759,train-ambiguous,en,safety,,1,I wrote a short note 2,template-reviewed
train-0760,train-single,en,reunion,,0,My simple wish is seeing those I miss in the days ahead.,template-reviewed
train-0761,train-ambiguous,en,joy,,1,the window faces east 3,template-reviewed
train-0762,train-single,en,longevity,,0,My heart asks for long healthy life starting today.,template-reviewed
train-0763,train-single,zh,longevity,,0,我的愿望是岁月绵长，在新的日子里。,template-reviewed
train-0764,train-single,en,abundance,,0,My simple wish is rewarding results starting today.,template-reviewed
train-0765,train-single,zh,abundance,,0,想对明天说：事业有成，不负每一次等待。,template-reviewed
train-0766,train-single,en,courage,,0,My heart asks for strength through storms starting today.,template-reviewed
train-0767,train-single,zh,joy,,0,今年最想看到遇见好消息，愿好事慢慢发生。,template-reviewed
train-0768,train-mixed,en,longevity,abundance,0,This year I hope for a lasting friendship; I also hope for prosperity through the seasons.,template-reviewed
train-0769,train-mixed,en,abundance,joy,0,"I wish for effort bearing fruit, together with joy every day.",template-reviewed
train-0770,train-single,zh,joy,,0,真心期待幸福相伴，这是我最珍重的期待。,template-reviewed
train-0771,train-ambiguous,en,reunion,,1,this is an ordinary sentence 4,template-reviewed
train-0772,train-single,en,abundance,,0,"For tomorrow, I wish for thriving home—this matters deeply to me.",template-reviewed
train-0773,train-single,en,courage,,0,This year I hope for standing by my choice with gratitude for this moment.,template-reviewed
train-0774,train-ambiguous,en,safety,,1,I wrote a short note 3,template-reviewed
train-0775,train-mixed,zh,abundance,joy,0,我的愿望是灵感丰沛，同时盼望收获快乐。,template-reviewed
train-0776,train-single,en,abundance,,0,May there be an abundant harvest as good things unfold.,template-reviewed
train-0777,train-mixed,zh,abundance,courage,0,此刻我盼望生活丰足，同时盼望成长得更坚韧。,template-reviewed
train-0778,train-single,zh,reunion,,0,今年最想看到一家团圆，在新的日子里。,template-reviewed
train-0779,train-single,zh,courage,,0,我希望坚持自己的选择。谢谢此刻的自己。,template-reviewed
train-0780,train-single,zh,joy,,0,愿望很简单，幸福相伴。谢谢此刻的自己。,template-reviewed
train-0781,train-mixed,zh,reunion,safety,0,此刻我盼望与故友重逢，同时盼望生活安定。,template-reviewed
train-0782,train-single,zh,longevity,,0,我的愿望是长辈长寿，在新的日子里。,template-reviewed
train-0783,train-mixed,en,reunion,joy,0,"Let this wish carry loved ones together, while carrying many reasons to smile.",template-reviewed
train-0784,train-single,en,longevity,,0,I sincerely hope for purpose that endures in the days ahead.,template-reviewed
train-0785,train-mixed,en,safety,joy,0,"This year I hope for everyone stays well, while carrying lasting happiness.",template-reviewed
train-0786,train-mixed,zh,abundance,longevity,0,真心期待努力结出果实；更希望长辈长寿。,template-reviewed
train-0787,train-single,zh,safety,,0,请替我织下旅途顺利，不负每一次等待。,template-reviewed
train-0788,train-single,en,reunion,,0,This year I hope for coming home soon starting today.,template-reviewed
train-0789,train-single,zh,courage,,0,今年最想看到勇敢向前，在新的日子里。,template-reviewed
train-0790,train-single,zh,longevity,,0,想对明天说：长辈长寿，不负每一次等待。,template-reviewed
train-0791,train-single,en,joy,,0,I want to see a playful life—this matters deeply to me.,template-reviewed
train-0792,train-single,zh,joy,,0,我的愿望是日日欢喜。,template-reviewed
train-0793,train-single,en,joy,,0,This year I hope for wonderful news starting today.,template-reviewed
train-0794,train-single,en,courage,,0,I wish for growing resilient for the people close to me.,template-reviewed
train-0795,train-single,zh,safety,,0,想对明天说：生活安定，一直记在心里。,template-reviewed
train-0796,train-single,zh,safety,,0,把这个心愿送给未来：旅途顺利，在新的日子里。,template-reviewed
train-0797,train-single,en,joy,,0,My simple wish is lasting happiness in the days ahead.,template-reviewed
train-0798,train-single,en,longevity,,0,This year I hope for many meaningful years—this matters deeply to me.,template-reviewed
train-0799,train-single,en,joy,,0,I want to see many reasons to smile.,template-reviewed
train-0800,train-single,en,abundance,,0,May there be effort bearing fruit for the people close to me.,template-reviewed
train-0801,train-mixed,zh,reunion,courage,0,我的愿望是再见想念的人，还想把祝福送给不惧风雨。,template-reviewed
train-0802,train-single,zh,joy,,0,愿望很简单，笑容常在。谢谢此刻的自己。,template-reviewed
train-0803,train-single,zh,abundance,,0,我希望家业兴旺。,template-reviewed
train-0804,train-single,zh,safety,,0,想对明天说：被温柔守护，不负每一次等待。,template-reviewed
train-0805,train-single,zh,abundance,,0,想对明天说：事业有成，不负每一次等待。,template-reviewed
train-0806,train-single,en,abundance,,0,My heart asks for plentiful life for everyone I care about.,template-reviewed
train-0807,train-single,zh,longevity,,0,我的愿望是美好延续，在新的日子里。,template-reviewed
train-0808,train-single,en,reunion,,0,Please weave a wish for festival together starting today.,template-reviewed
train-0809,train-ambiguous,en,safety,,1,there are three cups 4,template-reviewed
train-0810,train-single,en,safety,,0,"For tomorrow, I wish for gentle protection starting today.",template-reviewed
train-0811,train-ambiguous,en,reunion,,1,the room is quiet 3,template-reviewed
train-0812,train-ambiguous,zh,longevity,,1,桌上放着一本书 2,template-reviewed
train-0813,train-single,zh,reunion,,0,我的愿望是一家团圆，不负每一次等待。,template-reviewed
train-0814,train-single,en,safety,,0,This year I hope for peaceful journey with gratitude for this moment.,template-reviewed
train-0815,train-mixed,zh,longevity,safety,0,我的愿望是陪伴到老，同时盼望被温柔守护。,template-reviewed
train-0816,train-ambiguous,zh,safety,,1,窗外有三棵树 3,template-reviewed
train-0817,train-mixed,zh,safety,joy,0,今年最想看到被温柔守护，还想把祝福送给笑容常在。,template-reviewed
train-0818,train-ambiguous,en,courage,,1,this is an ordinary sentence 2,template-reviewed
train-0819,train-single,en,abundance,,0,"For tomorrow, I wish for abundant harvest and I will keep it in my heart.",template-reviewed
train-0820,train-single,zh,courage,,0,愿望很简单，成长得更坚韧。谢谢此刻的自己。,template-reviewed
train-0821,train-single,zh,longevity,,0,把这个心愿送给未来：情谊长久，这是我最珍重的期待。,template-reviewed
train-0822,train-mixed,zh,safety,longevity,0,请替我织下旅途顺利；更希望长辈长寿。,template-reviewed
train-0823,train-ambiguous,zh,courage,,1,这是一段普通描述 3,template-reviewed
train-0824,train-single,en,reunion,,0,"For tomorrow, I wish for our family reunites—this matters deeply to me.",template-reviewed
train-0825,train-single,en,reunion,,0,Let this wish carry gathering around one table for the people close to me.,template-reviewed
train-0826,train-ambiguous,zh,longevity,,1,今天穿蓝色衣服 1,template-reviewed
train-0827,train-single,zh,abundance,,0,此刻我盼望五谷丰登，从今天开始。,template-reviewed
train-0828,train-single,zh,safety,,0,把这个心愿送给未来：家人平安，在新的日子里。,template-reviewed
train-0829,train-ambiguous,zh,abundance,,1,这是一段普通描述 4,template-reviewed
train-0830,train-single,en,courage,,0,My simple wish is a brave new start.,template-reviewed
train-0831,train-single,zh,reunion,,0,想对明天说：早日回家，从今天开始。,template-reviewed
train-0832,train-single,zh,abundance,,0,真心期待灵感丰沛，愿好事慢慢发生。,template-reviewed
train-0833,train-single,en,longevity,,0,My heart asks for lasting friendship as good things unfold.,template-reviewed
train-0834,train-single,en,longevity,,0,I wish for family stories lasting generations and I will keep it in my heart.,template-reviewed
train-0835,train-mixed,en,safety,joy,0,This year I hope for a peaceful journey; I also hope for a playful life.,template-reviewed
train-0836,train-single,en,courage,,0,I sincerely hope for standing by my choice and I will keep it in my heart.,template-reviewed
train-0837,train-single,en,reunion,,0,"For tomorrow, I wish for gathering around one table.",template-reviewed
train-0838,train-single,en,reunion,,0,I sincerely hope for gathering around one table in the days ahead.,template-reviewed
train-0839,train-single,en,abundance,,0,May there be success in my work starting today.,template-reviewed
train-0840,train-single,zh,safety,,0,我希望一路顺遂。谢谢此刻的自己。,template-reviewed
train-0841,train-mixed,zh,joy,abundance,0,请替我织下分享喜悦，也愿努力结出果实。,template-reviewed
train-0842,train-mixed,en,courage,safety,0,"This year I hope for growing resilient, while carrying a calm life.",template-reviewed
train-0843,train-mixed,zh,joy,longevity,0,愿心里明亮；更希望美好延续。,template-reviewed
train-0844,train-single,en,courage,,0,May there be a steady heart for the people close to me.,template-reviewed
train-0845,train-single,en,reunion,,0,My heart asks for festival together.,template-reviewed
train-0846,train-ambiguous,zh,safety,,1,我在学习一门新语言 4,template-reviewed
train-0847,train-single,en,safety,,0,I want to see my family stays safe.,template-reviewed
train-0848,train-single,en,reunion,,0,Let this wish carry our family reunites with gratitude for this moment.,template-reviewed
train-0849,train-single,en,longevity,,0,"For tomorrow, I wish for many meaningful years with gratitude for this moment.",template-reviewed
train-0850,train-mixed,en,courage,reunion,0,"I sincerely hope for growing resilient, while carrying a festival together.",template-reviewed
train-0851,train-mixed,zh,longevity,safety,0,愿长辈长寿，也愿健康安稳。,template-reviewed
train-0852,train-single,zh,reunion,,0,愿再见想念的人，愿好事慢慢发生。,template-reviewed
train-0853,train-mixed,en,joy,courage,0,"My simple wish is sharing delight, and also finding my courage.",template-reviewed
train-0854,train-single,en,joy,,0,"For tomorrow, I wish for wonderful news.",template-reviewed
train-0855,train-single,en,longevity,,0,Please weave a wish for long healthy life after every patient wait.,template-reviewed
train-0856,train-single,zh,reunion,,0,今年最想看到早日回家，在新的日子里。,template-reviewed
train-0857,train-single,zh,joy,,0,把这个心愿送给未来：笑容常在，也送给每一个努力的人。,template-reviewed
train-0858,train-single,zh,abundance,,0,愿望很简单，灵感丰沛，也送给每一个努力的人。,template-reviewed
train-0859,train-single,zh,abundance,,0,愿生活丰足，一直记在心里。,template-reviewed
train-0860,train-single,zh,reunion,,0,把这个心愿送给未来：与故友重逢。,template-reviewed
train-0861,train-ambiguous,en,longevity,,1,the room is quiet 4,template-reviewed
train-0862,train-single,en,joy,,0,May there be wonderful news after every patient wait.,template-reviewed
train-0863,train-mixed,zh,abundance,longevity,0,真心期待五谷丰登，也愿岁月绵长。,template-reviewed
train-0864,train-single,zh,safety,,0,此刻我盼望岁岁康宁，这是我最珍重的期待。,template-reviewed
train-0865,train-single,zh,courage,,0,此刻我盼望内心坚定。,template-reviewed
train-0866,train-mixed,en,reunion,joy,0,"Please weave a wish for our family reunites, and also a bright heart.",template-reviewed
train-0867,train-single,zh,courage,,0,愿跨过难关，这是我最珍重的期待。,template-reviewed
train-0868,train-mixed,zh,safety,abundance,0,想对明天说：生活安定，还想把祝福送给灵感丰沛。,template-reviewed
train-0869,train-mixed,zh,longevity,abundance,0,愿望很简单，岁月绵长；更希望家业兴旺。,template-reviewed
train-0870,train-single,en,reunion,,0,I wish for festival together after every patient wait.,template-reviewed
train-0871,train-single,zh,joy,,0,愿望很简单，收获快乐。谢谢此刻的自己。,template-reviewed
train-0872,train-single,zh,longevity,,0,此刻我盼望美好延续，从今天开始。,template-reviewed
train-0873,train-single,zh,joy,,0,今年最想看到心里明亮，从今天开始。,template-reviewed
train-0874,train-single,en,longevity,,0,I wish for growing old together—this matters deeply to me.,template-reviewed
train-0875,train-mixed,en,joy,longevity,0,"I wish for wonderful news, together with longevity for my elders.",template-reviewed
train-0876,train-single,en,abundance,,0,My heart asks for rewarding results in the days ahead.,template-reviewed
train-0877,train-mixed,en,joy,longevity,0,"I wish for sharing delight, and also a purpose that endures.",template-reviewed
train-0878,train-single,zh,courage,,0,真心期待成长得更坚韧，这是我最珍重的期待。,template-reviewed
train-0879,train-single,en,courage,,0,I wish for overcoming this challenge starting today.,template-reviewed
train-0880,train-single,zh,joy,,0,把这个心愿送给未来：幸福相伴，也送给每一个努力的人。,template-reviewed
train-0881,train-ambiguous,en,longevity,,1,this is an ordinary sentence 3,template-reviewed
train-0882,train-single,zh,joy,,0,想对明天说：心里明亮，送给我在意的人。,template-reviewed
train-0883,train-single,en,joy,,0,I sincerely hope for wonderful news in the days ahead.,template-reviewed
train-0884,train-mixed,zh,abundance,reunion,0,今年最想看到灵感丰沛，同时盼望亲人常相聚。,template-reviewed
train-0885,train-single,zh,abundance,,0,请替我织下四季富足。谢谢此刻的自己。,template-reviewed
train-0886,train-single,zh,safety,,0,此刻我盼望生活安定，这是我最珍重的期待。,template-reviewed
train-0887,train-single,zh,abundance,,0,此刻我盼望努力结出果实，送给我在意的人。,template-reviewed
train-0888,train-single,en,reunion,,0,May there be our family reunites for everyone I care about.,template-reviewed
train-0889,train-mixed,zh,safety,joy,0,愿望很简单，家人平安，也愿心里明亮。,template-reviewed
train-0890,train-mixed,zh,reunion,courage,0,愿一家团圆，也愿坚持自己的选择。,template-reviewed
train-0891,train-ambiguous,en,joy,,1,the room is quiet 1,template-reviewed
train-0892,train-single,en,joy,,0,My heart asks for lasting happiness.,template-reviewed
train-0893,train-single,zh,longevity,,0,此刻我盼望岁月绵长，从今天开始。,template-reviewed
train-0894,train-single,en,abundance,,0,"For tomorrow, I wish for success in my work for the people close to me.",template-reviewed
train-0895,train-ambiguous,zh,joy,,1,桌上放着一本书 3,template-reviewed
train-0896,train-single,zh,joy,,0,想对明天说：日日欢喜，送给我在意的人。,template-reviewed
train-0897,train-single,en,courage,,0,I sincerely hope for finding my courage starting today.,template-reviewed
train-0898,train-single,en,longevity,,0,Let this wish carry longevity for my elders and I will keep it in my heart.,template-reviewed
train-0899,train-ambiguous,zh,safety,,1,今天穿蓝色衣服 3,template-reviewed
train-0900,train-single,zh,longevity,,0,愿福寿安康，一直记在心里。,template-reviewed
train-0901,train-mixed,zh,joy,longevity,0,我的愿望是幸福相伴，同时盼望福寿安康。,template-reviewed
train-0902,train-single,en,abundance,,0,May there be a thriving home for everyone I care about.,template-reviewed
train-0903,train-mixed,zh,safety,longevity,0,请替我织下出入平安，也愿初心长存。,template-reviewed
train-0904,train-single,en,safety,,0,Let this wish carry everyone stays well in the days ahead.,template-reviewed
train-0905,train-mixed,en,longevity,abundance,0,"My simple wish is goodness that continues, and also effort bearing fruit.",template-reviewed
train-0906,train-single,zh,reunion,,0,我的愿望是早日回家，不负每一次等待。,template-reviewed
train-0907,train-single,zh,reunion,,0,我的愿望是家人围坐，不负每一次等待。,template-reviewed
train-0908,train-ambiguous,en,abundance,,1,there are three cups 3,template-reviewed
train-0909,train-single,en,reunion,,0,I want to see loved ones together for the people close to me.,template-reviewed
